Reference ID,,PMID,Journal_Name,Year,Volume,Issue,First_Page,Author,Title
238,,21936524,Journal of medicinal chemistry,2011,54,21,7693-704,"Chuangxing Guo, Angelica Linton, Susan Kephart, Martha Ornelas, Mason Pairish, Javier Gonzalez, Samantha Greasley, Asako Nagata, Benjamin J Burke, Martin Edwards, Natilie Hosea, Ping Kang, Wenyue Hu, Jon Engebretsen, David Briere, Manli Shi, Hovik Gukasyan, Paul Richardson, Kevin Dack, Toby Underwood, Patrick Johnson, Andrew Morell, Robert Felstead, Hidetoshi Kuruma, Hiroaki Matsimoto, Amina Zoubeidi, Martin Gleave, Gerrit Los, Andrea N Fanjul",Discovery of aryloxy tetramethylcyclobutanes as novel androgen receptor antagonists.
239,,21944856,Bioorganic & medicinal chemistry letters,2011,21,21,6310-3,"Naoya Nagata, Motonori Miyakawa, Seiji Amano, Kazuyuki Furuya, Noriko Yamamoto, Hiroaki Nejishima, Kiyoshi Inoguchi",Tetrahydroquinolines as a novel series of nonsteroidal selective androgen receptor modulators: structural requirements for better physicochemical and biological properties.
240,,21955208,Journal of medicinal chemistry,2011,54,21,7705-12,"Angelica Linton, Ping Kang, Martha Ornelas, Susan Kephart, Qiyue Hu, Mason Pairish, Ying Jiang, Chuangxing Guo","Systematic structure modifications of imidazo[1,2-a]pyrimidine to reduce metabolism mediated by aldehyde oxidase (AO)."
241,,21963986,Bioorganic & medicinal chemistry letters,2011,21,22,6842-51,"Raj Betageri, Thomas Gilmore, Daniel Kuzmich, Thomas M Kirrane, Jörg Bentzien, Dieter Wiedenmayer, Younes Bekkali, John Regan, Angela Berry, Bachir Latli, Alison J Kukulka, Tazmeen N Fadra, Richard M Nelson, Susan Goldrick, Ljiljana Zuvela-Jelaska, Don Souza, Josephine Pelletier, Roger Dinallo, Mark Panzenbeck, Carol Torcellini, Heewon Lee, Edward Pack, Christian Harcken, Gerald Nabozny, David S Thomson",Non-steroidal dissociated glucocorticoid agonists: indoles as A-ring mimetics and function-regulating pharmacophores.
242,,22014751,Bioorganic & medicinal chemistry,2011,19,22,6768-78,"Yukihiro Itoh, Risa Kitaguchi, Minoru Ishikawa, Mikihiko Naito, Yuichi Hashimoto","Design, synthesis and biological evaluation of nuclear receptor-degradation inducers."
243,,22047606,Journal of medicinal chemistry,2011,54,24,8563-73,"Nathan A Lack, Peter Axerio-Cilies, Peyman Tavassoli, Frank Q Han, Ka Hong Chan, Clementine Feau, Eric LeBlanc, Emma Tomlinson Guns, R Kiplin Guy, Paul S Rennie, Artem Cherkasov",Targeting the binding function 3 (BF3) site of the human androgen receptor through virtual screening.
244,,22074142,Journal of medicinal chemistry,2011,54,24,8616-31,"Tomoaki Hasui, Nobuyuki Matsunaga, Taiichi Ora, Norio Ohyabu, Nobuhiro Nishigaki, Yoshimi Imura, Yumiko Igata, Hideki Matsui, Takashi Motoyaji, Toshimasa Tanaka, Noriyuki Habuka, Satoshi Sogabe, Midori Ono, Christopher S Siedem, Tony P Tang, Cassandra Gauthier, Lisa A De Meese, Steven A Boyd, Shoji Fukumoto","Identification of benzoxazin-3-one derivatives as novel, potent, and selective nonsteroidal mineralocorticoid receptor antagonists."
245,,22094279,Bioorganic & medicinal chemistry,2012,20,1,422-34,"Satoshi Yamamoto, Nobuyuki Matsunaga, Takenori Hitaka, Masami Yamada, Takahito Hara, Junichi Miyazaki, Takashi Santou, Masami Kusaka, Masuo Yamaoka, Naoyuki Kanzaki, Shuichi Furuya, Akihiro Tasaka, Kazumasa Hamamura, Mitsuhiro Ito","Design, synthesis, and biological evaluation of 4-phenylpyrrole derivatives as novel androgen receptor antagonists."
246,,22137341,Bioorganic & medicinal chemistry letters,2012,22,1,504-7,"Koichiro Harada, Hideki Kubo, Akio Tanaka, Kazuhiko Nishioka",Identification of oxazolidinediones and thiazolidinediones as potent 17β-hydroxysteroid dehydrogenase type 3 inhibitors.
247,,22148427,Journal of medicinal chemistry,2012,55,1,503-14,"Labros G Meimetis, David E Williams, Nasrin R Mawji, Carmen A Banuelos, Aaron A Lal, Jacob J Park, Amy H Tien, Javier Garcia Fernandez, Nicole J de Voogd, Marianne D Sadar, Raymond J Andersen","Niphatenones, glycerol ethers from the sponge Niphates digitalis block androgen receptor transcriptional activity in prostate cancer cells: structure elucidation, synthesis, and biological activity."
248,,22175694,Journal of medicinal chemistry,2012,55,2,971-5,"Weiguo Liu, Jinming Zhou, Guoyan Geng, Qingwen Shi, Francoise Sauriol, Jian Hui Wu","Antiandrogenic, maspin induction, and antiprostate cancer activities of tanshinone IIA and its novel derivatives with modification in ring A."
249,,22191331,Journal of medicinal chemistry,2012,55,1,515-27,"Tian Chen, Radhia Benmohamed, Jinho Kim, Karen Smith, Daniel Amante, Richard I Morimoto, Donald R Kirsch, Robert J Ferrante, Richard B Silverman",ADME-guided design and synthesis of aryloxanyl pyrazolone derivatives to block mutant superoxide dismutase 1 (SOD1) cytotoxicity and protein aggregation: potential application for the treatment of amyotrophic lateral sclerosis.
250,,22197140,Bioorganic & medicinal chemistry letters,2012,22,2,1230-6,"Chuangxing Guo, Susan Kephart, Martha Ornelas, Javier Gonzalez, Angelica Linton, Mason Pairish, Asako Nagata, Samantha Greasley, Jeff Elleraas, Natilie Hosea, Jon Engebretsen, Andrea N Fanjul",Discovery of 3-aryloxy-lactam analogs as potent androgen receptor full antagonists for treating castration resistant prostate cancer.
251,,22280402,Journal of medicinal chemistry,2012,55,4,1635-44,"Laura Caboni, Gemma K Kinsella, Fernando Blanco, Darren Fayne, William N Jagoe, Miriam Carr, D Clive Williams, Mary J Meegan, David G Lloyd",True antiandrogens-selective non-ligand-binding pocket disruptors of androgen receptor-coactivator interactions: novel tools for prostate cancer.
252,,22310230,Bioorganic & medicinal chemistry letters,2012,22,5,2105-9,"Yeong Sang Kim, Vineet Kumar, Sunmin Lee, Aki Iwai, Len Neckers, Sanjay V Malhotra, Jane B Trepel",Methoxychalcone inhibitors of androgen receptor translocation and function.
253,,22377517,Bioorganic & medicinal chemistry letters,2012,22,7,2572-8,"Chuangxing Guo, Mason Pairish, Angelica Linton, Susan Kephart, Martha Ornelas, Asako Nagata, Benjamin Burke, Liming Dong, Jon Engebretsen, Andrea N Fanjul",Design of oxobenzimidazoles and oxindoles as novel androgen receptor antagonists.
254,,22391033,Bioorganic & medicinal chemistry,2012,20,7,2338-52,"Satoshi Yamamoto, Naoki Tomita, Yuri Suzuki, Tomohiko Suzaki, Tomohiro Kaku, Takahito Hara, Masuo Yamaoka, Naoyuki Kanzaki, Atsushi Hasuoka, Atsuo Baba, Mitsuhiro Ito","Design, synthesis, and biological evaluation of 4-arylmethyl-1-phenylpyrazole and 4-aryloxy-1-phenylpyrazole derivatives as novel androgen receptor antagonists."
255,,22460951,Nature,2012,485,7396,62-8,"Laura A Solt, Yongjun Wang, Subhashis Banerjee, Travis Hughes, Douglas J Kojetin, Thomas Lundasen, Youseung Shin, Jin Liu, Michael D Cameron, Romain Noel, Seung-Hee Yoo, Joseph S Takahashi, Andrew A Butler, Theodore M Kamenecka, Thomas P Burris",Regulation of circadian behaviour and metabolism by synthetic REV-ERB agonists.
256,,22507964,Bioorganic & medicinal chemistry letters,2012,22,10,3492-7,"Mo Chen, Adegoke O Adeniji, Barry M Twenter, Jeffrey D Winkler, David W Christianson, Trevor M Penning",Crystal structures of AKR1C3 containing an N-(aryl)amino-benzoate inhibitor and a bifunctional AKR1C3 inhibitor and androgen receptor antagonist. Therapeutic leads for castrate resistant prostate cancer.
257,,22512907,Bioorganic & medicinal chemistry,2012,20,10,3242-54,"Koichiro Harada, Hideki Kubo, Jun Abe, Mari Haneta, Arnel Conception, Shinichi Inoue, Satoshi Okada, Kazuhiko Nishioka",Discovery of potent and orally bioavailable 17β-hydroxysteroid dehydrogenase type 3 inhibitors.
258,,22746350,Journal of medicinal chemistry,2012,55,14,6316-27,"Pekka K Poutiainen, Tuomas Oravilahti, Mikael Peräkylä, Jorma J Palvimo, Janne A Ihalainen, Reino Laatikainen, Juha T Pulkkinen","Design, synthesis, and biological evaluation of nonsteroidal cycloalkane[d]isoxazole-containing androgen receptor modulators."
259,,22795332,Bioorganic & medicinal chemistry letters,2012,22,16,5244-8,"Guido Galley, Henri Stalder, Annick Goergler, Marius C Hoener, Roger D Norcross",Optimisation of imidazole compounds as selective TAAR1 agonists: discovery of RO5073012.
260,,22866979,Journal of medicinal chemistry,2012,55,18,7957-66,David W Piotrowski,Mineralocorticoid receptor antagonists for the treatment of hypertension and diabetic nephropathy.
261,,22897611,Journal of medicinal chemistry,2012,55,19,8225-35,"François Nique, Séverine Hebbe, Christophe Peixoto, Denis Annoot, Jean-Michel Lefrançois, Eric Duval, Laurence Michoux, Nicolas Triballeau, Jean-Michel Lemoullec, Patrick Mollat, Maxime Thauvin, Thierry Prangé, Dominique Minet, Philippe Clément-Lacroix, Catherine Robin-Jagerschmidt, Damien Fleury, Denis Guédin, Pierre Deprez",Discovery of diarylhydantoins as new selective androgen receptor modulators.
262,,22957947,Journal of medicinal chemistry,2012,55,19,8236-47,"François Nique, Séverine Hebbe, Nicolas Triballeau, Christophe Peixoto, Jean-Michel Lefrançois, Hélène Jary, Luke Alvey, Murielle Manioc, Christopher Housseman, Hugo Klaassen, Kris Van Beeck, Denis Guédin, Florence Namour, Dominque Minet, Ellen Van der Aar, Jean Feyen, Stephen Fletcher, Roland Blanqué, Catherine Robin-Jagerschmidt, Pierre Deprez",Identification of a 4-(hydroxymethyl)diarylhydantoin as a selective androgen receptor modulator.
263,,23017882,Bioorganic & medicinal chemistry letters,2012,22,21,6587-90,"Patrick T Weiser, Anna B Williams, Ching-Yi Chang, Donald P McDonnell, Robert N Hanson","3,3'-Disubstituted bipolar biphenyls as inhibitors of nuclear receptor coactivator binding."
264,,23079530,Bioorganic & medicinal chemistry letters,2012,22,23,7119-22,"Casey McComas, Jeffrey Cohen, Christine Huselton, Michael Marella, Edward Melenski, Cheryl Mugford, Ov Slayden, Richard Winneker, Jay Wrobel, Matthew R Yudt, Andrew Fensome",Novel progesterone receptor modulators: 4-aryl-phenylsulfonamides.
265,,23131342,Bioorganic & medicinal chemistry letters,2012,22,24,7376-80,"Hazel J Hunt, Nicholas C Ray, George Hynd, Jon Sutton, Mohammed Sajad, Elizabeth O'Connor, Shahadat Ahmed, Peter Lockey, Steve Daly, Gerry Buckley, Robin D Clark, Robert Roe, Christine Blasey, Joe Belanoff",Discovery of a novel non-steroidal GR antagonist with in vivo efficacy in the olanzapine-induced weight gain model in the rat.
266,,23199477,Bioorganic & medicinal chemistry,2013,21,1,70-83,"Satoshi Yamamoto, Hiromi Kobayashi, Tomohiro Kaku, Katsuji Aikawa, Takahito Hara, Masuo Yamaoka, Naoyuki Kanzaki, Atsushi Hasuoka, Atsuo Baba, Mitsuhiro Ito","Design, synthesis, and biological evaluation of 3-aryl-3-hydroxy-1-phenylpyrrolidine derivatives as novel androgen receptor antagonists."
267,,23301637,Journal of medicinal chemistry,2013,56,3,1136-48,"Ravi Shashi Nayana Munuganti, Eric Leblanc, Peter Axerio-Cilies, Christophe Labriere, Kate Frewin, Kriti Singh, Mohamed D H Hassona, Nathan A Lack, Huifang Li, Fuqiang Ban, Emma Tomlinson Guns, Robert Young, Paul S Rennie, Artem Cherkasov",Targeting the binding function 3 (BF3) site of the androgen receptor through virtual screening. 2. development of 2-((2-phenoxyethyl) thio)-1H-benzimidazole derivatives.
268,,23403082,Bioorganic & medicinal chemistry letters,2013,23,6,1834-8,"Andrew R Germain, Leigh C Carmody, Partha P Nag, Barbara Morgan, Lynn Verplank, Cristina Fernandez, Etienne Donckele, Yuxiong Feng, Jose R Perez, Sivaraman Dandapani, Michelle Palmer, Eric S Lander, Piyush B Gupta, Stuart L Schreiber, Benito Munoz",Cinnamides as selective small-molecule inhibitors of a cellular model of breast cancer stem cells.
269,,23432095,Journal of medicinal chemistry,2013,56,6,2429-46,"Andy J Liedtke, Adegoke O Adeniji, Mo Chen, Michael C Byrns, Yi Jin, David W Christianson, Lawrence J Marnett, Trevor M Penning",Development of potent and selective indomethacin analogues for the inhibition of AKR1C3 (Type 5 17β-hydroxysteroid dehydrogenase/prostaglandin F synthase) in castrate-resistant prostate cancer.
270,,23462715,Bioorganic & medicinal chemistry,2013,21,7,1643-51,"Masaharu Nakamura, Makoto Makishima, Yuichi Hashimoto",Development of silicon-containing bis-phenol derivatives as androgen receptor antagonists: selectivity switching by C/Si exchange.
271,,23466225,Bioorganic & medicinal chemistry letters,2013,23,7,1945-8,"Robert H Bradbury, David G Acton, Nicola L Broadbent, A Nigel Brooks, Gregory R Carr, Glenn Hatter, Barry R Hayter, Kathryn J Hill, Nicholas J Howe, Rhys D O Jones, David Jude, Scott G Lamont, Sarah A Loddick, Heather L McFarland, Zaieda Parveen, Alfred A Rabow, Gorkhn Sharma-Singh, Natalie C Stratton, Andrew G Thomason, Dawn Trueman, Graeme E Walker, Stuart L Wells, Joanne Wilson, J Matthew Wood","Discovery of AZD3514, a small-molecule androgen receptor downregulator for treatment of advanced prostate cancer."
272,,23527816,Journal of medicinal chemistry,2013,56,8,3414-8,"Su Hui Yang, Chin-Hee Song, Hue Thi My Van, Eunsook Park, Daulat Bikram Khadka, Eun-Yeung Gong, Keesook Lee, Won-Jea Cho",SAR based design of nicotinamides as a novel class of androgen receptor antagonists for prostate cancer.
273,,23611768,Bioorganic & medicinal chemistry,2013,21,11,2968-74,"Hiroto Tamura, Maiko Yoshioka, Momoko Hasegawa, Akifumi Hosoda, Masato Matsugi, Miki Akamatsu",The systematic structure-activity relationship to predict how flavones bind to human androgen receptor for their antagonistic activity.
274,,23642479,Bioorganic & medicinal chemistry letters,2013,23,12,3654-61,"Thomas C Coombs, Cordelle Tanega, Min Shen, Jenna L Wang, Douglas S Auld, Samuel W Gerritz, Frank J Schoenen, Craig J Thomas, Jeffrey Aubé",Small-molecule pyrimidine inhibitors of the cdc2-like (Clk) and dual specificity tyrosine phosphorylation-regulated (Dyrk) kinases: development of chemical probe ML315.
275,,23713567,Journal of medicinal chemistry,2013,56,12,4880-98,"Puranik Purushottamachar, Abhijit M Godbole, Lalji K Gediya, Marlena S Martin, Tadas S Vasaitis, Andrew K Kwegyir-Afful, Senthilmurugan Ramalingam, Zeynep Ates-Alagoz, Vincent C O Njar",Systematic structure modifications of multitarget prostate cancer drug candidate galeterone to produce novel androgen receptor down-regulating agents as an approach to treatment of advanced prostate cancer.
276,,23727044,Bioorganic & medicinal chemistry letters,2013,23,13,3887-90,"Byung Jun Ryu, Nakjeong Kim, Jun Tae Kim, Tae-Sung Koo, Sung-Eun Yoo, Seo Hee Jeong, Seong Hwan Kim, Nam Sook Kang",Discovery of non-LBD inhibitor for androgen receptor by structure-guide design.
277,,23768907,Bioorganic & medicinal chemistry letters,2013,23,14,4031-6,"Keisuke Maruyama, Masaharu Nakamura, Shusuke Tomoshige, Kazuyuki Sugita, Makoto Makishima, Yuichi Hashimoto, Minoru Ishikawa",Structure-activity relationships of bisphenol A analogs at estrogen receptors (ERs): discovery of an ERα-selective antagonist.
278,,23777778,Bioorganic & medicinal chemistry letters,2013,23,15,4388-92,"Christine Yang, Hong C Shen, Zhicai Wu, Hong D Chu, Jason M Cox, Jaume Balsells, Alejandro Crespo, Patricia Brown, Beata Zamlynny, Judyann Wiltsie, Joseph Clemas, Jack Gibson, Lisa Contino, Jeanmarie Lisnock, Gaochao Zhou, Margarita Garcia-Calvo, Tom Bateman, Ling Xu, Xinchun Tong, Martin Crook, Peter Sinclair",Discovery of novel oxazolidinedione derivatives as potent and selective mineralocorticoid receptor antagonists.
279,,23916594,Bioorganic & medicinal chemistry letters,2013,23,19,5448-51,"John L Gilmore, James E Sheppeck, Jim Wang, T G Murali Dhar, Cullen Cavallaro, Arthur M Doweyko, Lorraine Mckay, Mark D Cunningham, Sium F Habte, Steven G Nadler, John H Dodd, John E Somerville, Joel C Barrish",Synthesis and structure-activity relationships of novel indazolyl glucocorticoid receptor partial agonists.
280,,23953070,Bioorganic & medicinal chemistry letters,2013,23,19,5442-7,"James E Sheppeck, John L Gilmore, Hai-Yun Xiao, T G Murali Dhar, David Nirschl, Arthur M Doweyko, Jack S Sack, Martin J Corbett, Mary F Malley, Jack Z Gougoutas, Lorraine Mckay, Mark D Cunningham, Sium F Habte, John H Dodd, Steven G Nadler, John E Somerville, Joel C Barrish",Discovery of potent and selective nonsteroidal indazolyl amide glucocorticoid receptor agonists.
281,,23958516,Bioorganic & medicinal chemistry,2013,21,19,5983-94,"Tomoaki Hasui, Taiichi Ohra, Norio Ohyabu, Kouhei Asano, Hideki Matsui, Atsushi Mizukami, Noriyuki Habuka, Satoshi Sogabe, Satoshi Endo, Christopher S Siedem, Tony P Tang, Cassandra Gauthier, Lisa A De Meese, Steven A Boyd, Shoji Fukumoto","Design, synthesis, and structure-activity relationships of dihydrofuran-2-one and dihydropyrrol-2-one derivatives as novel benzoxazin-3-one-based mineralocorticoid receptor antagonists."
282,,24004176,ACS chemical biology,2013,8,11,2550-60,"Berkley E Gryder, Michelle J Akbashev, Michael K Rood, Eric D Raftery, Warren M Meyers, Paulette Dillard, Shafiq Khan, Adegboyega K Oyelere",Selectively targeting prostate cancer with antiandrogen equipped histone deacetylase inhibitors.
283,,24044500,Journal of medicinal chemistry,2013,56,21,8280-97,"Antonella Pepe, Michael Pamment, Yeong Sang Kim, Sunmin Lee, Min-Jung Lee, Kristin Beebe, Anton Filikov, Len Neckers, Jane B Trepel, Sanjay V Malhotra",Synthesis and structure-activity relationship studies of novel dihydropyridones as androgen receptor modulators.
284,,24074843,Bioorganic & medicinal chemistry letters,2013,23,21,5779-85,"Andrew S Felts, Alice L Rodriguez, Ryan D Morrison, Daryl F Venable, Jason T Manka, Brittney S Bates, Anna L Blobaum, Frank W Byers, J Scott Daniels, Colleen M Niswender, Carrie K Jones, P Jeffrey Conn, Craig W Lindsley, Kyle A Emmitte",Discovery of VU0409106: A negative allosteric modulator of mGlu5 with activity in a mouse model of anxiety.
285,,24157365,Bioorganic & medicinal chemistry letters,2013,23,23,6239-42,"Kentaro Futatsugi, David W Piotrowski, Agustin Casimiro-Garcia, Shaughn Robinson, Matthew Sammons, Paula M Loria, Mary E Banker, Donna N Petersen, Natalia J Schmidt",Design and synthesis of aryl sulfonamide-based nonsteroidal mineralocorticoid receptor antagonists.
286,,24177288,European journal of pharmacology,2013,720,44199,107-14,"Kazumasa Akita, Koichiro Harada, Junji Ichihara, Naoko Takata, Yasuhiko Takahashi, Koichi Saito","A novel selective androgen receptor modulator, NEP28, is efficacious in muscle and brain without serious side effects on prostate."
287,,24215892,Bioorganic & medicinal chemistry letters,2013,23,24,6620-4,"Swati P Mercer, Anthony J Roecker, Susan Garson, Duane R Reiss, C Meacham Harrell, Kathy L Murphy, Joseph G Bruno, Rodney A Bednar, Wei Lemaire, Donghui Cui, Tamara D Cabalu, Cuyue Tang, Thomayant Prueksaritanont, George D Hartman, Steven D Young, Christopher J Winrow, John J Renger, Paul J Coleman","Discovery of 2,5-diarylnicotinamides as selective orexin-2 receptor antagonists (2-SORAs)."
288,,24446728,Journal of medicinal chemistry,2014,57,3,849-60,"Matthew W Carson, John G Luz, Chen Suen, Chahrzad Montrose, Richard Zink, Xiaoping Ruan, Christine Cheng, Harlan Cole, Mary D Adrian, Dan T Kohlman, Thomas Mabry, Nancy Snyder, Brad Condon, Milan Maletic, David Clawson, Anna Pustilnik, Michael J Coghlan","Glucocorticoid receptor modulators informed by crystallography lead to a new rationale for receptor selectivity, function, and implications for structure-based design."
289,,24527807,Journal of medicinal chemistry,2014,57,6,2462-71,"Eugene L Piatnitski Chekler, Rayomond Unwalla, Taukeer A Khan, Raghuram S Tangirala, Mark Johnson, Michael St Andre, James T Anderson, Thomas Kenney, Sue Chiparri, Chris McNally, Edward Kilbourne, Catherine Thompson, Sunil Nagpal, Gregory Weber, Scott Schelling, Jane Owens, Carl A Morris, Dennis Powell, Patrick R Verhoest, Adam M Gilbert",1-(2-Hydroxy-2-methyl-3-phenoxypropanoyl)indoline-4-carbonitrile derivatives as potent and tissue selective androgen receptor modulators.
290,,24630411,Bioorganic & medicinal chemistry letters,2014,24,7,1681-4,"Jason M Cox, Hong D Chu, Christine Yang, Hong C Shen, Zhicai Wu, Jaume Balsells, Alejandro Crespo, Patricia Brown, Beata Zamlynny, Judyann Wiltsie, Joseph Clemas, Jack Gibson, Lisa Contino, JeanMarie Lisnock, Gaochao Zhou, Margarita Garcia-Calvo, Thomas Bateman, Ling Xu, Xinchun Tong, Martin Crook, Peter Sinclair",Mineralocorticoid receptor antagonists: identification of heterocyclic amide replacements in the oxazolidinedione series.
291,,24726305,Bioorganic & medicinal chemistry,2014,22,9,2692-706,"Jarrad M Altimari, Birunthi Niranjan, Gail P Risbridger, Stephanie S Schweiker, Anna E Lohning, Luke C Henderson",Preliminary investigations into triazole derived androgen receptor antagonists.
292,,24738581,Journal of medicinal chemistry,2014,57,10,4273-88,"Agustin Casimiro-Garcia, David W Piotrowski, Catherine Ambler, Graciela B Arhancet, Mary Ellen Banker, Tereece Banks, Carine M Boustany-Kari, Cuiman Cai, Xiangyang Chen, Rena Eudy, David Hepworth, Catherine A Hulford, Sandra M Jennings, Paula M Loria, Marvin J Meyers, Donna N Petersen, Neil K Raheja, Matthew Sammons, Li She, Kun Song, Derek Vrieze, Liuqing Wei","Identification of (R)-6-(1-(4-cyano-3-methylphenyl)-5-cyclopentyl-4,5-dihydro-1H-pyrazol-3-yl)-2-methoxynicotinic acid, a highly potent and selective nonsteroidal mineralocorticoid receptor antagonist."
293,,24755427,Bioorganic & medicinal chemistry letters,2014,24,11,2571-7,"Karl Edman, Ragnhild Ahlgren, Malena Bengtsson, Håkan Bladh, Stefan Bäckström, Jan Dahmén, Krister Henriksson, Per Hillertz, Vijakumar Hulikal, Anders Jerre, Liz Kinchin, Charlotte Kåse, Matti Lepistö, Irene Mile, Stinabritt Nilsson, Amir Smailagic, John Taylor, Ann Tjörnebo, Lisa Wissler, Thomas Hansson","The discovery of potent and selective non-steroidal glucocorticoid receptor modulators, suitable for inhalation."
294,,24900290,ACS medicinal chemistry letters,2011,2,2,124-9,"Chris P Miller, Maysoun Shomali, C Richard Lyttle, Louis St L O'Dea, Hillary Herendeen, Kyla Gallacher, Dottie Paquin, Dennis R Compton, Bishwabhusan Sahoo, Sean A Kerrigan, Matthew S Burge, Michael Nickels, Jennifer L Green, John A Katzenellenbogen, Alexei Tchesnokov, Gary Hattersley","Design, Synthesis, and Preclinical Characterization of the Selective Androgen Receptor Modulator (SARM) RAD140."
295,,24900294,ACS medicinal chemistry letters,2011,2,2,148-53,"Timothy I Richardson, Christian A Clarke, Kuo-Long Yu, Ying K Yee, Thomas J Bleisch, Jose E Lopez, Scott A Jones, Norman E Hughes, Brian S Muehl, Charles W Lugar, Terry L Moore, Pamela K Shetler, Richard W Zink, John J Osborne, Chahrzad Montrose-Rafizadeh, Nita Patel, Andrew G Geiser, Rachelle J Sells Galvin, Jeffrey A Dodge",Novel 3-aryl indoles as progesterone receptor antagonists for uterine fibroids.
296,,24900495,ACS medicinal chemistry letters,2012,3,6,454-8,"Greta Varchi, Andrea Guerrini, Anna Tesei, Giovanni Brigliadori, Carlo Bertucci, Marzia Di Donato, Gabriella Castoria",Nonsteroidal androgen receptor ligands: versatile syntheses and biological data.
297,,24900588,ACS medicinal chemistry letters,2013,4,10,937-41,"Ayumi Yamada, Shinya Fujii, Shuichi Mori, Hiroyuki Kagechika",Design and Synthesis of 4-(4-Benzoylaminophenoxy)phenol Derivatives As Androgen Receptor Antagonists.
298,,24915879,Bioorganic & medicinal chemistry letters,2014,24,15,3626-32,Hsiang-Ru Lin,"Triterpenes from Alisma orientalis act as androgen receptor agonists, progesterone receptor antagonists, and glucocorticoid receptor antagonists."
299,,24936953,Journal of medicinal chemistry,2014,57,20,8224-37,"Paul M Levine, Michael J Garabedian, Kent Kirshenbaum",Targeting the androgen receptor with steroid conjugates.
300,,24980053,Bioorganic & medicinal chemistry letters,2014,24,15,3268-73,"Hua Gong, Michael Yang, Zili Xiao, Arthur M Doweyko, Mark Cunningham, Jinhong Wang, Sium Habte, Deborah Holloway, Christine Burke, David Shuster, Ling Gao, Julie Carman, John E Somerville, Steven G Nadler, Luisa Salter-Cid, Joel C Barrish, David S Weinstein",Discovery of acylurea isosteres of 2-acylaminothiadiazole in the azaxanthene series of glucocorticoid receptor agonists.
301,,25025737,Journal of medicinal chemistry,2014,57,15,6867-72,"Fuqiang Ban, Eric Leblanc, Huifang Li, Ravi S N Munuganti, Kate Frewin, Paul S Rennie, Artem Cherkasov",Discovery of 1H-indole-2-carboxamides as novel inhibitors of the androgen receptor binding function 3 (BF3).
302,,25062331,Journal of medicinal chemistry,2014,57,15,6458-67,"Huifang Li, Fuqiang Ban, Kush Dalal, Eric Leblanc, Kate Frewin, Dennis Ma, Hans Adomat, Paul S Rennie, Artem Cherkasov",Discovery of small-molecule inhibitors selectively targeting the DNA-binding domain of the human androgen receptor.
303,,25121586,Journal of medicinal chemistry,2014,57,17,7263-79,"Andrea Guerrini, Anna Tesei, Claudia Ferroni, Giulia Paganelli, Alice Zamagni, Silvia Carloni, Marzia Di Donato, Gabriella Castoria, Carlo Leonetti, Manuela Porru, Michelandrea De Cesare, Nadia Zaffaroni, Giovanni Luca Beretta, Alberto Del Rio, Greta Varchi",A new avenue toward androgen receptor pan-antagonists: C2 sterically hindered substitution of hydroxy-propanamides.
304,,25121964,Journal of medicinal chemistry,2014,57,17,7396-411,"Thomas Ullrich, Sanjita Sasmal, Venkatesham Boorgu, Srinivasu Pasagadi, Srisailam Cheera, Sujatha Rajagopalan, Archana Bhumireddy, Dhanya Shashikumar, Shekar Chelur, Charamanna Belliappa, Chetan Pandit, Narasimharao Krishnamurthy, Subhendu Mukherjee, Anuradha Ramanathan, Chakshusmathi Ghadiyaram, Murali Ramachandra, Paulo G Santos, Bharat Lagu, Mark G Bock, Mark H Perrone, Sven Weiler, Hansjoerg Keller","3-alkoxy-pyrrolo[1,2-b]pyrazolines as selective androgen receptor modulators with ideal physicochemical properties for transdermal administration."
305,,25187277,Bioorganic & medicinal chemistry,2014,22,19,5428-45,"Tomoaki Hasui, Norio Ohyabu, Taiichi Ohra, Koji Fuji, Takahiro Sugimoto, Jun Fujimoto, Kouhei Asano, Masato Oosawa, Sachiko Shiotani, Nobuhiro Nishigaki, Keiji Kusumoto, Hideki Matsui, Atsushi Mizukami, Noriyuki Habuka, Satoshi Sogabe, Satoshi Endo, Midori Ono, Christopher S Siedem, Tony P Tang, Cassandra Gauthier, Lisa A De Meese, Steven A Boyd, Shoji Fukumoto",Discovery of 6-[5-(4-fluorophenyl)-3-methyl-pyrazol-4-yl]-benzoxazin-3-one derivatives as novel selective nonsteroidal mineralocorticoid receptor antagonists.
306,,25244572,Journal of medicinal chemistry,2014,57,20,8608-21,"Chad E Schroeder, Tuanli Yao, Julie Sotsky, Robert A Smith, Sudeshna Roy, Yong-Kyu Chu, Haixun Guo, Nichole A Tower, James W Noah, Sara McKellip, Melinda Sosa, Lynn Rasmussen, Layton H Smith, E Lucile White, Jeffrey Aubé, Colleen B Jonsson, Donghoon Chung, Jennifer E Golden","Development of (E)-2-((1,4-dimethylpiperazin-2-ylidene)amino)-5-nitro-N-phenylbenzamide, ML336: Novel 2-amidinophenylbenzamides as potent inhibitors of venezuelan equine encephalitis virus."
307,,25261928,Bioorganic & medicinal chemistry,2014,22,21,6233-41,"Eugene Bratoeff, Mariana Garrido, Teresa Ramírez-Apan, Yvonne Heuze, Araceli Sánchez, Juan Soriano, Marisa Cabeza",Effect of dehydroepiandrosterone derivatives on the activity of 5α-reductase isoenzymes and on cancer cell line PC-3.
